"vehicle_year_name","vehicle_style","site_rating","vehicle_price","vehicle_mileage","vehicle_location","vehicle_ext_color","vehicle_int_color","vehicle_accident_count","vehicle_title_type","vehicle_mpg","vehicle_transmission","vehicle_fuel_type","vehicle_options_level","vehicle_engine","vehicle_drive_type","vehicle_usage_type"
"2015 MINI Hardtop","S Hardtop 2-Door","Great Price","$16,990","28,078","Oklahoma City, OK","Lapisluxury Blue","Beige","0 reported accidents","Clean","24 cty / 34 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2016 Volkswagen e-Golf","SE","Great Price","$12,990","28,860","Oklahoma City, OK","Pure White","Black","0 reported accidents","Clean","126 cty / 105 hwy","Automatic","Electric","Well Equipped","L - Electric","FWD","Fleet or Mixed Use"
"2012 Lexus CT","CT 200h","Great Price","$13,590","100,637","Oklahoma City, OK","Silver","Beige","0 reported accidents","Clean","43 cty / 40 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2017 Toyota Prius","Four Touring","Great Price","$19,393","35,768","Oklahoma City, OK","Blizzard Pearl","Moonstone","1 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid",NA,"1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2017 FIAT 500","500e Hatch","Excellent Price","$7,976","20,522","Carrolton, TX","Nero Puro (Straight Black)","Black","0 reported accidents","Clean","121 cty / 103 hwy","Automatic","Electric","Fully Loaded","L - Electric","FWD","Personal or Rental Use"
"2018 Nissan Versa","Note SV CVT","Excellent Price","$11,287","11,257","McKinney, TX","Super Black","Charcoal","0 reported accidents","Clean","31 cty / 39 hwy","Automatic","Gas","Well Equipped","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2012 Toyota Prius c","One","Excellent Price","$7,999","63,537","Dallas, TX","Gray","Gray","Frame Damaged","Clean","53 cty / 46 hwy","Automatic","Hybrid","Standard","1.5L Inline-4 Hybrid","FWD","Fleet or Mixed Use"
"2017 Kia Soul","EV","Excellent Price","$14,000","11,602","Yukon, OK","Shadow Black","Gray 2-Tone","0 reported accidents","Clean","120 cty / 92 hwy","Automatic","Electric","Standard","L - Electric","FWD","Fleet or Mixed Use"
"2010 Nissan Versa","1.8 S Hatchback Auto","Excellent Price","$4,495","119,650","Lewisville, TX","Silver","Black","0 reported accidents","Clean","24 cty / 32 hwy","Automatic","Gas","Standard","1.8L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2016 Volkswagen Beetle","1.8T Dune Auto Coupe (PZEV)","Great Price","$18,590","19,881","Oklahoma City, OK","Deep Black Pearl","Dune Grey/Black","0 reported accidents","Clean","24 cty / 31 hwy","Automatic","Gas","Well Equipped","1.8L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2016 Kia Soul","Base Manual","Great Price","$11,590","60,000","Oklahoma City, OK","Bright Silver","Black","0 reported accidents","Clean","24 cty / 30 hwy","Manual","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 BMW 4 Series","430i Gran Coupe RWD (SULEV)","Great Price","$24,990","54,514","Oklahoma City, OK","Mineral White Metallic","Black","0 reported accidents","Clean","23 cty / 34 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","RWD","Personal or Rental Use"
"2015 Volkswagen Golf","TDI SE 4-door DSG","Excellent Price","$11,797","74,108","Arlington, TX","Red","Black","0 reported accidents","Clean","31 cty / 43 hwy","Automatic","Diesel",NA,"2.0L Inline-4 Diesel Turbocharged","FWD","Personal or Rental Use"
"2015 Mazda Mazda3","i Touring 5-Door Automatic","Great Price","$14,990","34,027","Oklahoma City, OK","Blue Reflex Mica","Black","0 reported accidents","Clean","30 cty / 40 hwy","Automatic","Gas","Fully Loaded","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2012 MINI Hardtop","S Hardtop 2-Door","Great Price","$11,453","38,246","YUKON, OK","British Racing Green Ii Metallic","Carbon Black","0 reported accidents","Clean","27 cty / 35 hwy","Manual","Gas","Standard","1.6L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2013 Hyundai Veloster","Base with Black Interior Automatic","Excellent Price","$8,990","93,857","Plano, TX","Century White","Black","0 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2019 Mazda Mazda3","5-Door FWD Automatic","Great Price","$19,590","14,552","Oklahoma City, OK","Deep Crystal Blue Mica","Black","0 reported accidents","Clean","26 cty / 35 hwy","Automatic","Gas","Minimal Options","2.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2012 Kia Soul","+ Manual","Excellent Price","$5,371","101,977","Garland, TX","Shadow Pearl Metallic","Black Seat Trim","0 reported accidents","Clean","24 cty / 29 hwy","Manual","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Ford Focus","SE Hatchback","Excellent Price","$8,295","69,907","Dallas, TX","Tuxedo Black","Gray","0 reported accidents","Clean","26 cty / 36 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 BMW 4 Series","428i xDrive Gran Coupe","Great Price","$23,990","37,478","Oklahoma City, OK","Jatoba Brown Metallic","Venetian Beige Excl/Stit","0 reported accidents","Clean","22 cty / 32 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","AWD","Personal or Rental Use"
"2017 Toyota Prius","Three","Great Price","$19,990","25,019","Oklahoma City, OK","Red","Beige","0 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2015 Nissan Versa","Note 1.6 SR CVT","Excellent Price","$8,977","38,030","McKinney, TX","Red Brick Metallic","Charcoal","0 reported accidents","Clean","31 cty / 40 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Kia Soul","+ Automatic","Excellent Price","$7,990","100,363","Arlington, TX","Solar Yellow","Black","0 reported accidents","Clean","23 cty / 31 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2010 Kia Soul","+ Automatic","Excellent Price","$3,950","190,624","Dallas, TX","Shadow Metallic","Unknown","0 reported accidents","Clean","24 cty / 30 hwy","Automatic","Gas",NA,"2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2012 Mazda Mazda3","i Touring 5-Door Automatic","Excellent Price","$7,050","120,196","Tulsa, OK","Graphite Mica","Black","0 reported accidents","Clean","28 cty / 39 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Hyundai Elantra","GT Sport Hatchback Automatic","Great Price","$15,940","41,478","Yukon, OK","Black Noir Pearl","Black","0 reported accidents","Clean","26 cty / 32 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Lexus CT","CT 200h","Excellent Price","$18,999","35,925","Plano, TX","Caviar","Black","0 reported accidents","Clean","43 cty / 40 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Kia Soul","+ Automatic","Great Price","$14,691","28,913","Tulsa, OK","Clear White","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2016 Mazda Mazda3","i Touring 5-Door Automatic","Great Price","$15,990","30,296","Oklahoma City, OK","Snowflake White Pearl Mica","Black","0 reported accidents","Clean","30 cty / 40 hwy","Automatic","Gas","Fully Loaded","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Mazda Mazda3","Sport 5-Door Manual","Great Price","$15,590","39,275","Oklahoma City, OK","Machine Gray Metallic","Black","0 reported accidents","Clean","28 cty / 38 hwy","Manual","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 FIAT 500","500e Hatch","Excellent Price","$7,283","18,533","Carrolton, TX","Granito Lucente (Granite Crystal)","Black","0 reported accidents","Clean","121 cty / 103 hwy","Automatic","Electric","Minimal Options","L - Electric","FWD","Personal or Rental Use"
"2017 Hyundai Elantra","GT Hatchback Automatic","Excellent Price","$10,200","82,876","Fort Worth, TX","Scarlet Red Pearl","Black","0 reported accidents","Clean","24 cty / 32 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Volkswagen Golf","TDI SE 4-door DSG","Great Price","$14,590","89,778","Oklahoma City, OK","Black","Black","0 reported accidents","Clean","31 cty / 43 hwy","Automatic","Diesel",NA,"2.0L Inline-4 Diesel Turbocharged","FWD","Personal or Rental Use"
"2017 Ford Focus","SE Hatchback","Great Price","$10,523","61,188","Norman, OK","Ruby Red Metallic Tinted Clearcoat","Charcoal Black","1 reported accidents","Clean","26 cty / 38 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2018 Ford Focus","Titanium Hatchback","Great Price","$14,990","42,250","Oklahoma City, OK","Gray","Beige","0 reported accidents","Clean","24 cty / 34 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Kia Soul","+ Automatic","Great Price","$13,590","64,503","Oklahoma City, OK","Titanium Gray","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2016 Chevrolet Spark","EV LT with 1SA AT","Great Price","$9,990","33,526","Oklahoma City, OK","Silver Ice","Electric Blue W/Electric Blue Trim","0 reported accidents","Clean","128 cty / 109 hwy","Automatic","Electric","Well Equipped","L - Electric","FWD","Fleet or Mixed Use"
"2018 BMW i3","s 94 Ah with Range Extender","Great Price","$27,590","23,712","Oklahoma City, OK","Melbourne Red Metallic W/Frozen Gray Accent","Atelier European Dark","0 reported accidents","Clean","N/A cty / N/A hwy","Automatic","Plug-In","Standard","0.6L Inline-2 Plug-In","RWD","Fleet or Mixed Use"
"2017 BMW 4 Series","430i xDrive Gran Coupe (SULEV)","Excellent Price","$24,950","34,828","Plano, TX","Jet Black","Black","0 reported accidents","Clean","23 cty / 33 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","AWD","Personal or Rental Use"
"2012 Volkswagen Beetle","Turbo Manual (PZEV)","Great Price","$11,990","55,640","Oklahoma City, OK","Gray","Black","0 reported accidents","Clean","21 cty / 30 hwy","Manual","Gas","Standard","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Honda Fit","EX-L with Navigation CVT","Great Price","$15,990","38,206","Oklahoma City, OK","White Orchid Pearl","Black","0 reported accidents","Clean","32 cty / 37 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Toyota Prius","Limited FWD","Great Price","$23,592","46,391","Oklahoma City, OK","Magnetic Gray Metallic","Black","0 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2018 Hyundai Elantra","GT Hatchback Automatic","Fair Price","$15,990","20,282","Oklahoma City, OK","Scarlet Red Pearl","Black","0 reported accidents","Clean","24 cty / 32 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2015 Honda Fit","LX Manual","Excellent Price","$9,699","50,266","Greenville, TX","Crystal Black Pearl","Black","0 reported accidents","Clean","29 cty / 37 hwy","Manual","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Kia Soul","Base Automatic","Excellent Price","$9,708","51,134","Hutchinson, KS","Bright Silver","Black","0 reported accidents","Clean","24 cty / 30 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Mazda Mazda3","i Sport 5-Door Manual","Great Price","$14,990","28,379","Oklahoma City, OK","Jet Black Mica","Black","0 reported accidents","Clean","29 cty / 40 hwy","Manual","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Chevrolet Bolt EV","LT","Great Price","$20,590","21,117","Oklahoma City, OK","Summit White","Dark Galvanized/Sky Cool Gray","0 reported accidents","Clean","128 cty / 110 hwy","Automatic","Electric","Standard","L - Electric","FWD","Personal or Rental Use"
"2015 Nissan Versa","Note 1.6 SL CVT","Excellent Price","$8,279","52,400","Fort Worth, TX","White","Unknown","2 reported accidents","Clean","31 cty / 40 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Volkswagen Golf","SE FWD Auto","Great Price","$19,590","19,623","Oklahoma City, OK","Blue","Black","0 reported accidents","Clean","29 cty / 37 hwy","Automatic","Gas","Standard","1.4L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2009 Scion tC","Base Automatic","Excellent Price","$4,250","172,207","Dallas, TX","Flint Mica","Dark Charcoal Cloth Interior","0 reported accidents","Clean","21 cty / 29 hwy","Automatic","Gas","Standard","2.4L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Audi A3","e-tron Premium Sportback 1.4 TFSI FWD","Great Price","$21,590","30,734","Oklahoma City, OK","Brilliant Black","Black","0 reported accidents","Clean","N/A cty / N/A hwy","Automatic","Plug-In","Standard","1.4L Inline-4 Plug-In Turbocharged","FWD","Fleet or Mixed Use"
"2014 Chevrolet Sonic","LT Hatch AT","Excellent Price","$6,995","61,121","Springdale, AR","Summit White","Jet Black/Dark Titanium","0 reported accidents","Clean","25 cty / 35 hwy","Automatic","Gas","Minimal Options","1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Kia Rio","LX Hatchback Automatic","Great Price","$9,020","22,701","Yukon, OK","Aurora Black","Beige","0 reported accidents","Clean","27 cty / 37 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Mazda Mazda3","Grand Touring 5-Door Automatic","Great Price","$19,990","20,524","Oklahoma City, OK","Machine Gray Metallic","Black","0 reported accidents","Clean","27 cty / 36 hwy","Automatic","Gas","Fully Loaded","2.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Honda Fit","LX CVT","Great Price","$14,990","20,261","Oklahoma City, OK","White Orchid Pearl","Black","0 reported accidents","Clean","33 cty / 40 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2013 Honda CR-Z","EX CVT","Great Price","$13,990","32,692","Oklahoma City, OK","Black","Black","0 reported accidents","Clean","36 cty / 39 hwy","Automatic","Hybrid","Standard","1.5L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2016 MINI Hardtop","Hardtop 4-Door","Excellent Price","$10,995","91,531","Fort Worth, TX","White Silver Metallic","Carbon Black","0 reported accidents","Clean","29 cty / 39 hwy","Automatic","Gas","Standard","1.5L Inline-3 Gas Turbocharged","FWD","Personal or Rental Use"
"2019 Kia Soul","+ Automatic","Great Price","$15,361","23,349","Fort Smith, AR","Clear White","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 BMW i3","60 Ah","Great Price","$14,590","49,912","Oklahoma City, OK","Andesite Silver Met W/Bmw I Frozen Blue Accent","Beige","0 reported accidents","Clean","137 cty / 111 hwy","Automatic","Electric","Standard","L - Electric","RWD","Personal or Rental Use"
"2018 Subaru Impreza","2.0i Sport 5-door CVT","Great Price","$19,590","23,341","Oklahoma City, OK","Crystal White Pearl","Black","0 reported accidents","Clean","27 cty / 35 hwy","Automatic","Gas","Minimal Options","2.0L Flat-4 Gas","AWD","Personal or Rental Use"
"2016 Kia Soul","+ Automatic","Excellent Price","$11,998","57,165","Hurst, TX","Shadow Black","Gray 2-Tone","0 reported accidents","Clean","24 cty / 31 hwy","Automatic","Gas","Well Equipped","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Ford Focus","Electric Hatchback","Great Price","$11,990","28,183","Oklahoma City, OK","Oxford White","Lt. Gray","0 reported accidents","Clean","110 cty / 99 hwy","Automatic","Electric",NA,"L - Electric","FWD","Fleet or Mixed Use"
"2015 FIAT 500","Abarth Hatch","Great Price","$12,590","59,553","Oklahoma City, OK","Nero Puro (Straight Black)","Black","0 reported accidents","Clean","28 cty / 34 hwy","Automatic","Gas","Well Equipped","1.4L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2019 Chevrolet Cruze","LT with 1SD Hatchback","Great Price","$14,590","37,990","Oklahoma City, OK","Summit White","Jet Black","0 reported accidents","Clean","28 cty / 38 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2017 Hyundai Veloster","Base DCT","Fair Price","$12,767","55,744","Oklahoma City, OK","Pacific Blue Pearl","Black","0 reported accidents","Clean","28 cty / 35 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2019 Kia Soul","+ Automatic","Great Price","$13,491","27,222","Fort Worth, TX","Titanium Gray","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Toyota Corolla iM","CVT","Great Price","$14,587","32,116","McKinney, TX","Classic Silver Metallic","Black","0 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas",NA,"1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Kia Soul","+ Automatic","Great Price","$14,590","39,390","Oklahoma City, OK","Titanium Gray","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Toyota Prius c","Three","Fair Price","$10,692","83,703","Oklahoma City, OK","Black Sand Pearl","Light Blue Gray/Black","1 reported accidents","Clean","53 cty / 46 hwy","Automatic","Hybrid",NA,"1.5L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Mitsubishi Mirage","ES Hatchback CVT","Excellent Price","$8,999","21,029","Garland, TX","White","Unknown","0 reported accidents","Clean","36 cty / 43 hwy","Automatic","Gas","Standard","1.2L Inline-3 Gas","FWD","Personal or Rental Use"
"2017 Chevrolet Bolt EV","Premier","Great Price","$17,730","43,509","Yukon, OK","Nightfall Gray Metallic","Dark Galvanized Gray","0 reported accidents","Clean","128 cty / 110 hwy","Automatic","Electric","Standard","L - Electric","FWD","Fleet or Mixed Use"
"2017 Toyota Prius","Four","Excellent Price","$17,991","37,523","Prosper, TX","Super White","Black","1 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Ford Fiesta","SE Hatchback","Great Price","$11,900","26,348","Yukon, OK","Ingot Silver Metallic","Charcoal Black","0 reported accidents","Clean","27 cty / 35 hwy","Manual","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 MINI Hardtop","Hardtop 4-Door","Great Price","$17,990","19,720","Oklahoma City, OK","Midnight Black Metallic","Carbon Black","0 reported accidents","Clean","28 cty / 37 hwy","Manual","Gas",NA,"1.5L Inline-3 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Chevrolet Bolt EV","LT","Great Price","$18,430","14,846","Yukon, OK","Nightfall Gray Metallic","Dark Galvanized/Sky Cool Gray","0 reported accidents","Clean","128 cty / 110 hwy","Automatic","Electric","Standard","L - Electric","FWD","Fleet or Mixed Use"
"2017 Ford C-Max","Energi Titanium","Great Price","$15,110","37,061","Yukon, OK","White Platinum Metallic Tri-Coat","Charcoal Black","0 reported accidents","Clean","104 cty / 87 hwy","Automatic","Plug-In","Fully Loaded","2.0L Inline-4 Plug-In","FWD","Personal or Rental Use"
"2017 FIAT 500","500e Hatch","Excellent Price","$7,038","23,513","Carrolton, TX","Billet Argento (Silver)","Black","0 reported accidents","Clean","121 cty / 103 hwy","Automatic","Electric","Minimal Options","L - Electric","FWD","Personal or Rental Use"
"2019 Kia Soul","+ Automatic","Great Price","$15,235","25,436","Fort Smith, AR","Bright Silver","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 MINI Hardtop","S Hardtop 2-Door","Great Price","$24,590","8,986","Oklahoma City, OK","Chili Red","Carbon Black","0 reported accidents","Clean","23 cty / 32 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2018 Kia Stinger","GT1 RWD","Great Price","$27,990","61,385","Oklahoma City, OK","Panthera Metal","Black","0 reported accidents","Clean","17 cty / 25 hwy","Automatic","Gas","Minimal Options","3.3L V-6 Gas Turbocharged","RWD","Fleet or Mixed Use"
"2018 Ford Focus","SE Hatchback","Fair Price","$11,660","45,618","Del City, OK","Oxford White","Charcoal Black","1 reported accidents","Clean","26 cty / 38 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Chevrolet Spark","LS CVT","Fair Price","$11,000","23,980","Norman, OK","Mosaic Black","Jet Black","1 reported accidents","Clean","30 cty / 38 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Ford Fiesta","SE Hatchback","Excellent Price","$9,808","34,303","Grapevine, TX","Ingot Silver Metallic","Charcoal Black","0 reported accidents","Clean","27 cty / 35 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Subaru Impreza","2.0i Sport 5-door CVT","Fair Price","$21,400","3,627","Oklahoma City, OK","Magnetite Gray Metallic","Black","0 reported accidents","Clean","27 cty / 35 hwy","Automatic","Gas","Well Equipped","2.0L Flat-4 Gas","AWD","Personal or Rental Use"
"2017 Hyundai Ioniq","EV Limited","Great Price","$18,000","28,589","Yukon, OK","Black Noir Pearl","Charcoal Black","0 reported accidents","Clean","150 cty / 122 hwy","Automatic","Electric","Fully Loaded","L - Electric","FWD","Personal or Rental Use"
"2014 Mazda Mazda2","Sport Automatic","Excellent Price","$6,995","87,227","Tulsa, OK","Blue Reflex","Black","0 reported accidents","Clean","28 cty / 34 hwy","Automatic","Gas","Minimal Options","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Honda Civic","LX Hatchback CVT","Great Price","$20,590","6,601","Oklahoma City, OK","White Orchid Pearl","Black","0 reported accidents","Clean","31 cty / 40 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2016 Mazda Mazda3","i Touring 5-Door Automatic","Fair Price","$13,990","79,169","Oklahoma City, OK","Jet Black Mica","Black","0 reported accidents","Clean","30 cty / 40 hwy","Automatic","Gas","Fully Loaded","2.0L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2016 Volkswagen Golf R","Hatchback DSG","Great Price","$24,990","83,543","Oklahoma City, OK","Gray","Black","0 reported accidents","Clean","23 cty / 30 hwy","Automatic","Gas",NA,"2.0L Inline-4 Gas Turbocharged","AWD","Personal or Rental Use"
"2016 Hyundai Veloster","Turbo Automatic","Excellent Price","$10,999","96,250","Mansfield, TX","Elite White","Black","0 reported accidents","Clean","27 cty / 33 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2017 Kia Soul","+ Automatic","Excellent Price","$13,333","49,990","Texarkana, TX","Shadow Black","Gray 2-Tone","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Ford Fiesta","SE Hatchback","Great Price","$9,495","48,152","Frisco, TX","Ingot Silver Metallic","Charcoal Black","0 reported accidents","Clean","27 cty / 35 hwy","Manual","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Chevrolet Spark","LT with 1LT AT","Great Price","$6,995","65,570","Dallas, TX","Salsa","Silver W/Silver Trim","1 reported accidents","Clean","30 cty / 39 hwy","Automatic","Gas","Minimal Options","1.2L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Ford Fiesta","SE Hatchback","Fair Price","$12,987","24,230","Arkansas City, KS","Gray","Gray","0 reported accidents","Clean","27 cty / 35 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Volkswagen Golf GTI","SE 4-Door DSG","Fair Price","$24,000","11,950","Rogers, AR","Tornado Red","Titan Black W/Red Piping","0 reported accidents","Clean","24 cty / 32 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2014 Chevrolet Sonic","LT Hatch AT","Great Price","$5,000","145,002","Fort Smith, AR","Red Hot","Dark Pewter/Dark Titanium","0 reported accidents","Clean","25 cty / 35 hwy","Automatic","Gas","Minimal Options","1.8L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2017 Kia Soul","EV+","Fair Price","$13,900","34,926","Yukon, OK","Caribbean Blue W/Clear White Roof","Gray 2-Tone","0 reported accidents","Clean","120 cty / 92 hwy","Automatic","Electric","Minimal Options","L - Electric","FWD","Fleet or Mixed Use"
"2016 Kia Soul","+ Automatic","Fair Price","$11,798","69,827","Rockwall, TX","Fathom Blue","Black","0 reported accidents","Clean","24 cty / 31 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Nissan Versa","Note 1.6 S Plus CVT","Great Price","$6,900","72,980","Burkburnett, TX","Metallic Blue","Charcoal","1 reported accidents","Clean","31 cty / 40 hwy","Automatic","Gas","Well Equipped","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Toyota Prius","Two Eco","Fair Price","$16,990","61,105","Oklahoma City, OK","Gray","Black","0 reported accidents","Clean","58 cty / 53 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2016 Ford Focus","SE Hatchback","Great Price","$10,488","57,741","Frisco, TX","Shadow Black","Charcoal Black","0 reported accidents","Clean","26 cty / 36 hwy","Manual","Gas","Well Equipped","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Kia Soul","Base Automatic","Fair Price","$13,447","41,303","Corinth, TX","Alien Ii","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Kia Soul","! Automatic","Fair Price","$10,999","123,795","Mansfield, TX","Cloud White","Black","0 reported accidents","Clean","24 cty / 31 hwy","Automatic","Gas","Fully Loaded","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 MINI Hardtop","Hardtop 4-Door","Fair Price","$15,996","49,013","Carrollton, TX","Pepper White","Carbon Black","0 reported accidents","Clean","28 cty / 37 hwy","Manual","Gas",NA,"1.5L Inline-3 Gas Turbocharged","FWD","Personal or Rental Use"
"2019 Nissan Versa","Note SV CVT","Fair Price","$13,325","29,291","Bedford, TX","Cayenne Red Metallic","Charcoal","0 reported accidents","Clean","31 cty / 39 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Hyundai Accent","GS Hatchback Automatic","Great Price","$7,888","77,543","Frisco, TX","Ultra Black Pearl","Black","0 reported accidents","Clean","27 cty / 37 hwy","Automatic","Gas","Well Equipped","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Hyundai Veloster","Base Automatic","Great Price","$12,391","57,534","Fort Worth, TX","Boston Red","Black","0 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
