vehicle_year_name,vehicle_style,site_rating,vehicle_price,vehicle_mileage,vehicle_location,vehicle_ext_color,vehicle_int_color,vehicle_accident_count,vehicle_title_type,vehicle_mpg,vehicle_transmission,vehicle_fuel_type,vehicle_options_level,vehicle_engine,vehicle_drive_type,vehicle_usage_type
2019 Mercedes-Benz A-Class,A 220 FWD,Great Price,"$29,989 ","16,505","Grapevine, TX",Night Black,Black,0 reported accidents,Clean,24 cty / 35 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Honda Accord,Sport 1.5T CVT,Fair Price,"$21,890 ","36,531","Yukon, OK",Crystal Black Pearl,Black,0 reported accidents,Clean,29 cty / 35 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Lincoln Continental,Select FWD,Great Price,"$28,900 ","16,213","Yukon, OK",Black Velvet,Black,0 reported accidents,Clean,17 cty / 26 hwy,Automatic,Gas,Standard,3.7L V-6 Gas,FWD,Fleet or Mixed Use
2017 Lexus ES,ES 350,Great Price,"$27,990 ","21,347","Plano, TX",Black,Black W/Linear Wood,0 reported accidents,Clean,21 cty / 30 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2009 Toyota Prius,Touring,Great Price,"$7,495 ","98,347","Carrollton, TX",Magnetic Gray Metallic,Dark Gray,2 reported accidents,Clean,48 cty / 45 hwy,Automatic,Hybrid,Standard,1.5L Inline-4 Hybrid,FWD,Personal or Rental Use
2017 BMW 3 Series,330i Sedan RWD,Great Price,"$24,491 ","32,250","Dallas, TX",Black Sapphire Metallic,Venetian Beige/Black,0 reported accidents,Clean,23 cty / 34 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2013 Lexus ES,ES 300h,Excellent Price,"$16,991 ","53,171","Arlington, TX",Silver Lining Metallic,Black,1 reported accidents,Clean,40 cty / 39 hwy,Automatic,Hybrid,Standard,2.5L Inline-4 Hybrid,FWD,Personal or Rental Use
2019 Dodge Charger,R/T RWD,Great Price,"$29,997 ","23,176","Dallas, TX",Pitch Black Clearcoat,Black,0 reported accidents,Clean,16 cty / 25 hwy,Automatic,Gas,Minimal Options,5.7L V-8 Gas,RWD,Personal or Rental Use
2019 Nissan Sentra,S CVT,Excellent Price,"$13,106 ","23,651","Richardson, TX",Deep Blue Pearl,Charcoal,0 reported accidents,Clean,29 cty / 37 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2019 Hyundai Elantra,SEL 2.0L Automatic,Great Price,"$13,914 ","47,839","Amarillo, TX",Phantom Black,Gray,0 reported accidents,Clean,28 cty / 37 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2016 Ford Focus,SE Sedan,Fair Price,"$11,990 ","44,743","Oklahoma City, OK",Shadow Black,Other,0 reported accidents,Clean,26 cty / 36 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2017 Mercedes-Benz C-Class,C 300 Sedan RWD,Great Price,"$27,500 ","26,631","Plano, TX",Designo Cardinal Red Metallic,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2019 Hyundai Elantra,SEL 2.0L Automatic,Great Price,"$14,500 ","20,423","Dallas, TX",Symphony Silver,Gray,0 reported accidents,Clean,28 cty / 37 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2018 Hyundai Elantra,SE 2.0L Sedan Automatic,Great Price,"$11,823 ","66,683","Dallas, TX",Quartz White Pearl,Beige,0 reported accidents,Clean,29 cty / 38 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Altima,SL FWD,Great Price,"$20,526 ","28,539","Fort Smith, AR",Brilliant Silver Metallic,Charcoal,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2010 Mercedes-Benz E-Class,E 550 Sport Sedan RWD,Excellent Price,"$11,999 ","135,263","Tulsa, OK",Obsidian Black Metallic,Black,0 reported accidents,Clean,16 cty / 24 hwy,Automatic,Gas,Standard,5.5L V-8 Gas,RWD,Personal or Rental Use
2013 Chrysler 200,Touring Sedan,Great Price,"$6,999 ","110,945","Carrollton, TX",Black,Black,0 reported accidents,Clean,20 cty / 31 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2016 Honda Accord,LX Sedan I4 CVT,Excellent Price,"$12,984 ","77,757","Dallas, TX",Champagne Frost Pearl,Ivory,0 reported accidents,Clean,27 cty / 37 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 Toyota Corolla,L CVT,Excellent Price,"$14,064 ","37,648","Lewisville, TX",Super White,Steel Gray,0 reported accidents,Clean,28 cty / 36 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Altima,SR FWD,Great Price,"$17,962 ","21,903","Mesquite, TX",Brilliant Silver Metallic,Charcoal Sport,0 reported accidents,Clean,27 cty / 37 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Chevrolet Impala,Premier with 2LZ,Great Price,"$17,500 ","74,436","Cleburne, TX",Silver Ice Metallic,Jet Black,0 reported accidents,Clean,19 cty / 28 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2019 Ford Fusion,Titanium AWD,Fair Price,"$20,650 ","31,412","Oklahoma City, OK",Agate Black,Ebony,0 reported accidents,Clean,20 cty / 29 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2017 BMW 5 Series,530i Sedan RWD,Great Price,"$29,740 ","27,648","Yukon, OK",Jet Black,Tan,0 reported accidents,Clean,24 cty / 34 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2018 Hyundai Elantra,Value Edition 2.0L Sedan Automatic,Great Price,"$13,971 ","45,425","Fort Worth, TX",Phantom Black,Gray,0 reported accidents,Clean,28 cty / 37 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2014 Volkswagen Passat,TDI SEL Premium Sedan DSG,Excellent Price,"$13,991 ","48,757","Lewisville, TX",Black,Unknown,0 reported accidents,Clean,30 cty / 40 hwy,Automatic,Diesel,Standard,2.0L Inline-4 Diesel Turbocharged,FWD,Personal or Rental Use
2018 Toyota Camry,SE I4 Automatic,Great Price,"$20,766 ","17,627","Plano, TX",Super White,Unknown,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Mercedes-Benz C-Class,C 300 Sedan RWD,Great Price,"$27,984 ","35,733","Dallas, TX",Designo Cardinal Red Metallic,Silk Beige/Black,0 reported accidents,Clean,24 cty / 33 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2019 Nissan Sentra,S CVT,Great Price,"$12,373 ","33,334","Grapevine, TX",Gun Metallic,Charcoal,0 reported accidents,Clean,29 cty / 37 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2016 Buick LaCrosse,Leather FWD,Great Price,"$15,276 ","76,852","Arlington, TX",Summit White,Light Neutral,0 reported accidents,Clean,18 cty / 28 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2019 Ford Fiesta,S Sedan,Great Price,"$11,541 ","17,095","Waxahachie, TX",Shadow Black,Charcoal Black,0 reported accidents,Clean,27 cty / 35 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas,FWD,Personal or Rental Use
2012 Lincoln MKS,EcoBoost 3.5L AWD,Great Price,"$14,990 ","73,527","Oklahoma City, OK",Burgundy,Charcoal Black,0 reported accidents,Clean,17 cty / 25 hwy,Automatic,Gas,Standard,3.5L V-6 Gas Turbocharged,AWD,Personal or Rental Use
2010 Ford Fusion,SE FWD,Great Price,"$5,000 ","142,234","Wichita, KS",Tuxedo Black Metallic,Charcoal Black,1 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Mercedes-Benz C-Class,C 300 4MATIC Sedan,Great Price,"$28,468 ","23,625","Ennis, TX",Black,Black,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2017 Honda Accord,EX-L Sedan CVT,Great Price,"$19,949 ","23,512","Fort Worth, TX",Basque Red Pearl Ii,Ivory,0 reported accidents,Clean,27 cty / 36 hwy,Automatic,Gas,NA,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2016 BMW 5 Series,528i Sedan RWD,Great Price,"$25,950 ","17,821","Plano, TX",Mineral White Metallic,Black,0 reported accidents,Clean,23 cty / 34 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2016 Kia Optima,LX,Great Price,"$14,359 ","22,725","Arlington, TX",Ebony Black,Black,0 reported accidents,Clean,24 cty / 35 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Toyota Camry,L Automatic,Fair Price,"$18,879 ","30,274","Weatherford, TX",Midnight Black Metallic,Ash,0 reported accidents,Clean,29 cty / 41 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Toyota Corolla,LE CVT,Great Price,"$15,387 ","15,484","Granbury, TX",Super White,Ash,0 reported accidents,Clean,28 cty / 36 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2016 Hyundai Sonata,Sport 2.4L,Excellent Price,"$11,953 ","78,558","Rockwall, TX",Shale Gray Metallic,Gray,0 reported accidents,Clean,25 cty / 38 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Nissan Sentra,SV CVT,High Price,"$13,997 ","24,574","Joplin, MO",Super Black,Charcoal,0 reported accidents,Clean,29 cty / 37 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2009 Audi A6,Premium Plus Sedan 3.0L quattro,Fair Price,"$10,995 ","80,874","Oklahoma City, OK",Ice Silver Metallic,Silver,0 reported accidents,Clean,18 cty / 26 hwy,Automatic,Gas,Standard,3.0L V-6 Gas Supercharged,AWD,Personal or Rental Use
2015 Mercedes-Benz CLA,CLA 250 FWD,Great Price,"$15,991 ","96,472","Richardson, TX",Cirrus White,Black,0 reported accidents,Clean,26 cty / 38 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 Dodge Charger,SXT RWD,Great Price,"$19,995 ","44,750","Dallas, TX",Pitch Black Clearcoat,Black,0 reported accidents,Clean,19 cty / 31 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,RWD,Personal or Rental Use
2019 Ford Fusion,Hybrid SE FWD,Great Price,"$16,993 ","28,659","Tulsa, OK",Ruby Red Metallic Tinted Clearcoat,Medium Light Stone,0 reported accidents,Clean,43 cty / 41 hwy,Automatic,Hybrid,Standard,2.0L Inline-4 Hybrid,FWD,Personal or Rental Use
2015 Hyundai Sonata,Limited 2.0T,Fair Price,"$15,490 ","49,676","Yukon, OK",Dark Truffle,Gray,0 reported accidents,Clean,21 cty / 31 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2011 Toyota Camry,LE I4 Automatic,Great Price,"$6,929 ","163,638","Burleson, TX",Sandy Beach Metallic,Bisque,0 reported accidents,Clean,22 cty / 32 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2015 Chevrolet Sonic,LT Sedan AT,Great Price,"$6,388 ","93,016","Dallas, TX",Silver Ice Metallic,Jet Black/Dark Titanium,0 reported accidents,Clean,25 cty / 35 hwy,Automatic,Gas,Minimal Options,1.8L Inline-4 Gas,FWD,Fleet or Mixed Use
2011 Hyundai Sonata,GLS 2.4L Automatic (PZEV),Great Price,"$8,596 ","69,829","Carrollton, TX",Venetian Red Metallic,Camel,1 reported accidents,Clean,22 cty / 35 hwy,Automatic,Gas,Well Equipped,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Cadillac XTS,Luxury FWD,Excellent Price,"$18,996 ","60,804","Rockwall, TX",Black Raven,Jet Black,0 reported accidents,Clean,18 cty / 28 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2011 Mercedes-Benz E-Class,E 350 4MATIC Luxury Sedan,Excellent Price,"$12,781 ","76,783","Euless, TX",Pewter,Unknown,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2019 Hyundai Sonata,SE 2.4L,Great Price,"$16,884 ","10,805","Dallas, TX",Electric Blue,Gray,0 reported accidents,Clean,26 cty / 35 hwy,Automatic,Gas,Well Equipped,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 Toyota Camry,SE I4 Automatic,Great Price,"$21,999 ","6,288","Dallas, TX",Predawn Gray Mica,Unknown,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Altima,SL FWD,Great Price,"$20,794 ","25,184","Fort Smith, AR",Super Black,Charcoal,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Honda Accord,EX-L Sedan CVT,Great Price,"$17,495 ","71,531","Irving, TX",Crystal Black Pearl,Black,0 reported accidents,Clean,27 cty / 36 hwy,Automatic,Gas,NA,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Chevrolet Cruze,LT with 1SD Sedan,Excellent Price,"$13,799 ","37,942","Grapevine, TX",Silver Ice Metallic,Jet Black,0 reported accidents,Clean,28 cty / 38 hwy,Automatic,Gas,Standard,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Nissan Altima,SR FWD,Great Price,"$16,000 ","46,837","Grapevine, TX",Gun Metallic,Charcoal Sport,0 reported accidents,Clean,27 cty / 37 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Lincoln Continental,Premiere FWD,Great Price,"$24,990 ","34,645","Oklahoma City, OK",Black Velvet,Black,0 reported accidents,Clean,17 cty / 26 hwy,Automatic,Gas,Standard,3.7L V-6 Gas,FWD,Fleet or Mixed Use
2014 Acura TSX,Sedan I4 Automatic with Technology Package,Fair Price,"$15,990 ","80,083","Oklahoma City, OK",Bellanova White Pearl,Beige,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Mercedes-Benz E-Class,E 300 Luxury Sedan RWD,Great Price,"$29,290 ","37,791","Plano, TX",Silver,Black,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2019 Hyundai Sonata,Limited 2.0T,Fair Price,"$25,590 ","11,340","Oklahoma City, OK",Quartz White Pearl,Black,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Lexus ES,ES 350,Great Price,"$26,988 ","42,545","Grapevine, TX",Obsidian,Stratus Gray W/Birds Eye,0 reported accidents,Clean,21 cty / 30 hwy,Automatic,Gas,NA,3.5L V-6 Gas,FWD,Personal or Rental Use
2012 Acura TSX,Sedan I4 Automatic with Technology Package,Great Price,"$13,888 ","53,812","Hurst, TX",Bellanova White Pearl,Unknown,1 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2009 Mercedes-Benz E-Class,E 350 Luxury Sedan RWD,Excellent Price,"$10,000 ","84,711","Plano, TX",Sienna Black Metallic,Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,RWD,Personal or Rental Use
2017 Chrysler 300,Limited RWD,Great Price,"$19,990 ","35,616","Oklahoma City, OK",Granite Crystal Metallic Clearcoat,Black,0 reported accidents,Clean,19 cty / 30 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,RWD,Personal or Rental Use
2013 Hyundai Elantra,GLS Sedan Automatic,Great Price,"$7,998 ","109,347","Arlington, TX",Red Allure,Beige,0 reported accidents,Clean,28 cty / 38 hwy,Automatic,Gas,Well Equipped,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Altima,S FWD,Great Price,"$16,497 ","40,096","Mesquite, TX",Glacier White,Charcoal,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2015 Chevrolet Cruze,LT with 1LT Automatic,Great Price,"$9,527 ","81,357","Lawton, OK",Autumn Bronze Metallic,Jet Black,0 reported accidents,Clean,26 cty / 38 hwy,Automatic,Gas,Fully Loaded,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2014 Hyundai Elantra,SE Sedan Automatic,Great Price,"$10,000 ","55,770","Grapevine, TX",Windy Sea Blue,Gray,0 reported accidents,Clean,28 cty / 38 hwy,Automatic,Gas,Fully Loaded,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2015 Ford Fusion,SE FWD,Excellent Price,"$11,500 ","80,794","Weatherford, TX",Oxford White,Dune,0 reported accidents,Clean,22 cty / 34 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2019 Chevrolet Impala,LT with 1LT,Excellent Price,"$16,900 ","24,121","Irving, TX",Cajun Red Tintcoat,Jet Black,1 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Well Equipped,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Toyota Camry,LE I4 Automatic,Great Price,"$18,799 ","37,191","Dallas, TX",Midnight Black Metallic,Ash,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2015 Volkswagen CC,R-Line FWD DSG,Great Price,"$14,991 ","49,420","Frisco, TX",Deep Black Pearl,2-Tone Black/Murano Red,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2012 Kia Forte,EX Sedan Automatic,Excellent Price,"$7,343 ","98,248","Owasso, OK",Snow White Pearl,Stone,2 reported accidents,Clean,26 cty / 36 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Nissan Versa,SV Sedan CVT,Fair Price,"$12,422 ","31,264","Oklahoma City, OK",Cayenne Red Metallic,Charcoal,0 reported accidents,Clean,31 cty / 39 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas,FWD,Personal or Rental Use
2015 Volkswagen Passat,1.8T Wolfsburg Edition Auto,Great Price,"$10,466 ","62,471","Dallas, TX",White,Unknown,0 reported accidents,Clean,24 cty / 36 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2017 Hyundai Elantra,SE 2.0L Sedan Automatic (alt),Fair Price,"$11,795 ","53,657","Oklahoma City, OK",Mineral Beige,Beige,2 reported accidents,Clean,29 cty / 38 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,FWD,Fleet or Mixed Use
2017 Toyota Corolla,LE CVT,Excellent Price,"$14,900 ","20,912","Bentonville, AR",Classic Silver Metallic,Ash,0 reported accidents,Clean,28 cty / 36 hwy,Automatic,Gas,NA,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2017 Jaguar XE,Premium 25t RWD,Great Price,"$19,946 ","29,980","Weatherford, TX",Caesium Blue Metallic,Jet/Jet,0 reported accidents,Clean,21 cty / 30 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2016 Hyundai Sonata,Sport 2.4L,Great Price,"$13,300 ","60,784","Fort Worth, TX",Symphony Silver,Gray,0 reported accidents,Clean,25 cty / 38 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 Toyota Camry,LE I4 Automatic,Great Price,"$17,601 ","39,809","Arlington, TX",Galactic Aqua Mica,Black,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Toyota Corolla,SE CVT,Excellent Price,"$13,782 ","53,338","Richardson, TX",Black Sand Pearl,Black,0 reported accidents,Clean,28 cty / 35 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2019 Chevrolet Impala,LT with 1LT,Fair Price,"$19,900 ","34,475","Hinton, OK",Summit White,Jet Black,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Toyota Camry,LE Automatic,Great Price,"$18,220 ","46,218","Arlington, TX",Midnight Black Metallic,Ash,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Toyota Camry,SE Automatic,High Price,"$20,238 ","28,420","Grapevine, TX",Celestial Silver Metallic,Black,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Chevrolet Sonic,Premier Sedan Automatic,Fair Price,"$13,200 ","37,149","Yukon, OK",Mosaic Black Metallic,Jet Black,0 reported accidents,Clean,26 cty / 34 hwy,Automatic,Gas,Standard,1.4L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2019 Subaru Impreza,2.0i Premium 4-door CVT,Great Price,"$18,110 ","21,727","Yukon, OK",Crimson Red Pearl,Ivory,0 reported accidents,Clean,28 cty / 38 hwy,Automatic,Gas,Standard,2.0L Flat-4 Gas,AWD,Personal or Rental Use
2019 Nissan Altima,SL FWD,Fair Price,"$20,999 ","38,218","Granbury, TX",Brilliant Silver Metallic,Charcoal,1 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Toyota Corolla,L CVT,Great Price,"$15,170 ","23,918","Plano, TX",Gray Metallic,Unknown,0 reported accidents,Clean,28 cty / 36 hwy,Automatic,Gas,NA,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2016 BMW 5 Series,528i Sedan RWD,Great Price,"$16,995 ","91,337","Fort Worth, TX",Glacier Silver Metallic,Black,0 reported accidents,Clean,23 cty / 34 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2018 Toyota Corolla,SE CVT,Excellent Price,"$14,872 ","35,513","Grapevine, TX",Blue Crush Metallic,Black,0 reported accidents,Clean,28 cty / 35 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2016 Dodge Charger,SXT RWD,Great Price,"$21,595 ","32,877","Fort Worth, TX",Pitch Black Clearcoat,Black,0 reported accidents,Clean,19 cty / 31 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,RWD,Personal or Rental Use
2015 Honda Civic,EX Sedan CVT,Great Price,"$10,900 ","109,850","Lake Worth, TX",Alabaster Silver Metallic,Unknown,1 reported accidents,Clean,30 cty / 39 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2019 Hyundai Elantra,SE 2.0L Automatic,Great Price,"$14,589 ","7,450","Lewisville, TX",Phantom Black,Black,0 reported accidents,Clean,29 cty / 38 hwy,Automatic,Gas,Fully Loaded,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2017 Honda Accord,EX-L Sedan CVT,Great Price,"$19,500 ","44,370","Fort Worth, TX",White Orchid Pearl,Ivory,0 reported accidents,Clean,27 cty / 36 hwy,Automatic,Gas,NA,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Sentra,S Manual,Great Price,"$13,583 ","7,752","Frisco, TX",Gun Metallic,Charcoal,1 reported accidents,Clean,27 cty / 35 hwy,Manual,Gas,Fully Loaded,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2014 Ford Fusion,Titanium AWD,Fair Price,"$15,990 ","63,660","Oklahoma City, OK",Ingot Silver Metallic,Charcoal Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2019 Toyota Camry,LE Automatic,Great Price,"$19,382 ","10,792","Richardson, TX",Brownstone,Unknown,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Mercedes-Benz E-Class,E 300 Luxury Sedan RWD,Fair Price,"$28,989 ","21,205","Carrollton, TX",Black,Black,1 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2018 Nissan Altima,2.5 SV,Great Price,"$15,264 ","47,623","The Colony, TX",Glacier White,Charcoal,0 reported accidents,Clean,27 cty / 38 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2015 Kia Forte,LX Sedan Automatic,Excellent Price,"$7,500 ","112,625","Dallas, TX",Bright Silver,Gray,1 reported accidents,Clean,26 cty / 39 hwy,Automatic,Gas,Minimal Options,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2019 Toyota Corolla,LE CVT,Fair Price,"$13,861 ","42,059","Grapevine, TX",Super White,Black,0 reported accidents,Clean,28 cty / 36 hwy,Automatic,Gas,NA,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2018 Chevrolet Sonic,Premier Sedan Automatic,Great Price,"$12,000 ","30,192","Yukon, OK",Red Hot,Jet Black/Dark Titanium,0 reported accidents,Clean,27 cty / 35 hwy,Automatic,Gas,Standard,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 INFINITI Q50,3.0t LUXE AWD,Great Price,"$26,500 ","35,026","Tulsa, OK",Black Obsidian,Wheat,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Well Equipped,3.0L V-6 Gas Turbocharged,AWD,Personal or Rental Use
2015 Jaguar XJ,XJL Portfolio RWD,Fair Price,"$20,952 ","100,439","Plano, TX",Polaris White,Jet/Ivory,0 reported accidents,Clean,17 cty / 27 hwy,Automatic,Gas,Standard,3.0L V-6 Gas Supercharged,RWD,Personal or Rental Use
2016 Nissan Maxima,3.5 Platinum,High Price,"$16,591 ","94,726","Arlington, TX",Forged Bronze,Charcoal,1 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Well Equipped,3.5L V-6 Gas,FWD,Personal or Rental Use
2014 BMW 3 Series,320i Sedan,Fair Price,"$12,999 ","87,137","Dallas, TX",Jet Black,Black,0 reported accidents,Clean,24 cty / 36 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
